시도,시군구,사고유형대분류,사고유형,발생건수,사망자수,부상자수,중상,경상,부상신고
충남,예산군,차대사람,기타,20,0,20,10,10,0
충남,예산군,차대차,정면충돌,35,2,60,20,40,0
충남,예산군,차대차,측면충돌,176,6,265,96,167,2
충남,예산군,차대차,후진중충돌,4,0,6,0,6,0
충남,예산군,차대차,추돌,81,6,151,34,116,1
충남,예산군,차대차,기타,53,1,73,21,52,0
충남,예산군,차량단독,전도,6,0,6,1,4,1
충남,예산군,차량단독,전복,3,1,3,1,2,0
충남,예산군,차량단독,공작물충돌,17,3,32,23,9,0
충남,예산군,차량단독,도로이탈,1,1,0,0,0,0
충남,예산군,차량단독,도로이탈,5,0,5,3,0,2
충남,예산군,차량단독,기타,6,0,6,4,2,0
충남,당진시,차대사람,횡단중,57,8,54,34,17,3
충남,당진시,차대사람,차도통행중,29,4,27,19,8,0
충남,당진시,차대사람,길가장자리구역통행중,15,2,13,8,5,0
충남,당진시,차대사람,보도통행중,10,0,11,4,6,1
충남,당진시,차대사람,기타,59,2,62,33,29,0
충남,당진시,차대차,정면충돌,43,4,81,41,39,1
충남,당진시,차대차,측면충돌,315,7,515,166,333,16
충남,당진시,차대차,후진중충돌,10,0,11,2,9,0
충남,당진시,차대차,추돌,157,6,333,93,233,7
충남,당진시,차대차,기타,116,2,169,78,85,6
충남,당진시,차량단독,전도,5,2,3,1,1,1
충남,당진시,차량단독,공작물충돌,21,1,24,17,6,1
충남,당진시,차량단독,도로이탈,7,1,6,4,2,0
충남,당진시,차량단독,기타,9,2,10,6,4,0
충남,계룡시,차대사람,횡단중,9,1,9,4,5,0
충남,계룡시,차대사람,차도통행중,4,0,5,1,4,0
충남,계룡시,차대사람,보도통행중,3,0,3,2,1,0
충남,계룡시,차대사람,기타,2,0,2,1,1,0
충남,계룡시,차대차,정면충돌,2,0,2,0,2,0
충남,계룡시,차대차,측면충돌,29,0,61,6,54,1
충남,계룡시,차대차,추돌,7,0,12,2,10,0
충남,계룡시,차대차,기타,10,0,20,3,17,0
충남,계룡시,차량단독,전도,2,0,3,3,0,0
충남,계룡시,차량단독,전복,1,0,1,0,1,0
충남,계룡시,차량단독,공작물충돌,1,0,1,1,0,0
충남,계룡시,차량단독,기타,1,1,0,0,0,0
전북,전주시,차대사람,횡단중,270,14,271,132,137,2
전북,전주시,차대사람,차도통행중,59,2,59,25,33,1
전북,전주시,차대사람,길가장자리구역통행중,25,0,27,8,18,1
전북,전주시,차대사람,보도통행중,23,0,28,6,21,1
전북,전주시,차대사람,기타,166,2,168,58,108,2
전북,전주시,차대차,정면충돌,70,1,122,29,93,0
전북,전주시,차대차,측면충돌,896,9,1429,247,1165,17
전북,전주시,차대차,후진중충돌,20,0,28,1,27,0
전북,전주시,차대차,추돌,389,3,795,66,723,6
전북,전주시,차대차,기타,295,3,472,74,388,10
전북,전주시,차량단독,전도,1,0,1,1,0,0
전북,전주시,차량단독,공작물충돌,14,1,16,6,9,1
전북,전주시,차량단독,주/정차차량 충돌,1,0,1,0,1,0
전북,전주시,차량단독,도로이탈,1,0,1,1,0,0
전북,전주시,차량단독,기타,29,1,30,7,22,1
전북,군산시,차대사람,횡단중,110,6,108,49,58,1
전북,군산시,차대사람,차도통행중,34,1,33,15,18,0
전북,군산시,차대사람,길가장자리구역통행중,6,0,6,2,3,1
전북,군산시,차대사람,보도통행중,12,0,12,5,5,2
전북,군산시,차대사람,기타,91,4,93,36,54,3
전북,군산시,차대차,정면충돌,24,3,43,16,27,0
전북,군산시,차대차,측면충돌,340,4,502,86,413,3
전북,군산시,차대차,후진중충돌,4,0,5,0,5,0
전북,군산시,차대차,추돌,133,1,272,35,237,0
전북,군산시,차대차,기타,278,6,417,56,351,10
전북,군산시,차량단독,전도,3,0,3,2,1,0
전북,군산시,차량단독,공작물충돌,16,7,10,4,6,0
전북,군산시,차량단독,주/정차차량 충돌,1,1,0,0,0,0
전북,군산시,차량단독,도로이탈,2,0,2,2,0,0
전북,군산시,차량단독,기타,12,3,15,3,12,0
전북,정읍시,차대사람,횡단중,53,0,54,35,18,1
전북,정읍시,차대사람,차도통행중,20,2,18,8,10,0
전북,정읍시,차대사람,길가장자리구역통행중,6,0,6,2,4,0
전북,정읍시,차대사람,보도통행중,6,0,7,3,4,0
전북,정읍시,차대사람,기타,29,1,29,11,17,1
전북,정읍시,차대차,정면충돌,37,2,70,16,53,1
전북,정읍시,차대차,측면충돌,327,4,533,99,424,10
전북,정읍시,차대차,후진중충돌,6,0,7,2,5,0
전북,정읍시,차대차,추돌,86,2,161,25,135,1
전북,정읍시,차대차,기타,59,0,100,24,75,1
전북,정읍시,차량단독,전도,6,1,5,1,4,0
전북,정읍시,차량단독,전복,2,0,2,1,1,0
전북,정읍시,차량단독,공작물충돌,20,4,29,11,18,0
전북,정읍시,차량단독,도로이탈,5,1,6,4,2,0
전북,정읍시,차량단독,도로이탈,2,0,7,1,6,0
전북,정읍시,차량단독,기타,7,0,9,4,5,0
전북,남원시,차대사람,횡단중,25,3,22,9,13,0
전북,남원시,차대사람,차도통행중,10,0,10,6,4,0
전북,남원시,차대사람,길가장자리구역통행중,2,0,2,1,1,0
전북,남원시,차대사람,보도통행중,2,0,2,0,2,0
전북,남원시,차대사람,기타,18,2,17,10,7,0
전북,남원시,차대차,정면충돌,13,1,27,13,14,0
전북,남원시,차대차,측면충돌,126,7,194,68,126,0
전북,남원시,차대차,후진중충돌,1,0,2,0,2,0
전북,남원시,차대차,추돌,37,3,60,13,47,0
전북,남원시,차대차,기타,63,4,80,28,52,0
전북,남원시,차량단독,전도,4,2,2,2,0,0
전북,남원시,차량단독,공작물충돌,6,2,4,3,1,0
전북,남원시,차량단독,주/정차차량 충돌,1,0,1,1,0,0
전북,남원시,차량단독,도로이탈,3,2,1,0,1,0
전북,남원시,차량단독,기타,2,1,1,0,1,0
전북,김제시,차대사람,횡단중,41,4,41,24,17,0
전북,김제시,차대사람,차도통행중,17,1,17,7,10,0
전북,김제시,차대사람,길가장자리구역통행중,7,0,7,1,6,0
전북,김제시,차대사람,보도통행중,4,0,4,3,1,0
전북,김제시,차대사람,기타,24,3,26,19,7,0
전북,김제시,차대차,정면충돌,20,2,30,16,14,0
전북,김제시,차대차,측면충돌,194,6,288,83,205,0
전북,김제시,차대차,후진중충돌,2,0,3,1,2,0
전북,김제시,차대차,추돌,96,5,212,30,181,1
전북,김제시,차대차,기타,23,1,36,9,27,0
전북,김제시,차량단독,전도,4,0,4,2,2,0
전북,김제시,차량단독,공작물충돌,12,1,19,9,10,0
전북,김제시,차량단독,도로이탈,1,0,2,0,2,0
전북,김제시,차량단독,도로이탈,1,0,1,1,0,0
전북,김제시,차량단독,기타,2,1,1,1,0,0
전북,완주군,차대사람,횡단중,20,2,18,12,6,0
전북,완주군,차대사람,차도통행중,7,0,7,4,3,0
전북,완주군,차대사람,길가장자리구역통행중,7,1,6,4,1,1
전북,완주군,차대사람,보도통행중,2,0,2,1,1,0
전북,완주군,차대사람,기타,19,0,25,11,14,0
전북,완주군,차대차,정면충돌,18,2,30,18,12,0
전북,완주군,차대차,측면충돌,80,3,133,41,91,1
전북,완주군,차대차,후진중충돌,5,0,7,1,6,0
전북,완주군,차대차,추돌,54,2,116,27,82,7
전북,완주군,차대차,기타,38,0,62,20,42,0
전북,완주군,차량단독,전도,2,1,1,0,1,0
전북,완주군,차량단독,공작물충돌,11,5,14,9,5,0
전북,완주군,차량단독,도로이탈,1,0,1,0,1,0
전북,완주군,차량단독,도로이탈,2,1,1,1,0,0
전북,완주군,차량단독,기타,2,1,1,1,0,0
전북,진안군,차대사람,횡단중,4,0,4,4,0,0
전북,진안군,차대사람,길가장자리구역통행중,4,1,5,2,3,0
전북,진안군,차대사람,기타,1,0,1,0,1,0
전북,진안군,차대차,정면충돌,5,0,9,2,7,0
전북,진안군,차대차,측면충돌,17,1,32,9,23,0
전북,진안군,차대차,후진중충돌,1,0,1,1,0,0
전북,진안군,차대차,추돌,4,1,7,1,6,0
전북,진안군,차대차,기타,3,0,3,3,0,0
전북,진안군,차량단독,전도,3,1,2,1,1,0
전북,진안군,차량단독,공작물충돌,5,0,6,6,0,0
전북,진안군,차량단독,도로이탈,1,0,2,1,1,0
전북,진안군,차량단독,기타,2,1,3,2,1,0
전북,무주군,차대사람,횡단중,8,3,5,2,3,0
전북,무주군,차대사람,차도통행중,7,0,7,4,3,0
전북,무주군,차대사람,길가장자리구역통행중,1,0,1,0,1,0
전북,무주군,차대사람,기타,3,0,4,2,2,0
전북,무주군,차대차,정면충돌,2,0,8,2,6,0
전북,무주군,차대차,측면충돌,45,1,79,23,56,0
전북,무주군,차대차,후진중충돌,3,0,5,0,5,0
전북,무주군,차대차,추돌,30,2,62,24,38,0
전북,무주군,차대차,기타,1,0,1,0,1,0
전북,무주군,차량단독,전도,9,2,8,2,6,0
전북,무주군,차량단독,전복,3,0,3,2,1,0
전북,무주군,차량단독,공작물충돌,9,1,16,6,10,0
전북,무주군,차량단독,도로이탈,5,2,3,1,2,0
전북,무주군,차량단독,기타,2,1,1,1,0,0
전북,장수군,차대사람,횡단중,3,0,3,3,0,0
전북,장수군,차대사람,차도통행중,3,0,3,2,1,0
전북,장수군,차대사람,기타,3,0,3,1,2,0
전북,장수군,차대차,정면충돌,2,0,5,1,4,0
전북,장수군,차대차,측면충돌,25,0,72,22,50,0
전북,장수군,차대차,후진중충돌,2,0,3,1,2,0
전북,장수군,차대차,추돌,6,0,23,7,16,0
전북,장수군,차대차,기타,2,0,3,2,1,0
전북,장수군,차량단독,전도,3,0,4,1,3,0
전북,장수군,차량단독,공작물충돌,2,1,4,2,2,0
전북,장수군,차량단독,도로이탈,2,1,1,0,1,0
전북,장수군,차량단독,도로이탈,1,0,1,1,0,0
전북,장수군,차량단독,기타,2,0,3,2,1,0
전북,임실군,차대사람,횡단중,4,1,3,2,1,0
전북,임실군,차대사람,차도통행중,5,1,4,1,3,0
전북,임실군,차대사람,길가장자리구역통행중,4,0,4,3,1,0
전북,임실군,차대사람,보도통행중,1,0,1,0,1,0
전북,임실군,차대사람,기타,2,0,2,1,1,0
전북,임실군,차대차,정면충돌,3,0,4,1,3,0
전북,임실군,차대차,측면충돌,48,0,95,17,78,0
전북,임실군,차대차,추돌,20,0,42,11,31,0
전북,임실군,차대차,기타,1,0,3,2,1,0
전북,임실군,차량단독,전도,1,0,1,1,0,0
전북,임실군,차량단독,공작물충돌,3,1,3,0,3,0
전북,임실군,차량단독,기타,1,0,1,1,0,0
전북,순창군,차대사람,횡단중,6,0,6,4,2,0
전북,순창군,차대사람,차도통행중,1,0,1,1,0,0
전북,순창군,차대사람,보도통행중,1,0,1,1,0,0
전북,순창군,차대사람,기타,4,0,4,3,1,0
전북,순창군,차대차,정면충돌,9,1,24,4,19,1
전북,순창군,차대차,측면충돌,53,1,82,24,57,1
전북,순창군,차대차,후진중충돌,3,0,4,1,2,1
전북,순창군,차대차,추돌,10,0,14,3,11,0
전북,순창군,차대차,기타,10,0,13,5,7,1
전북,순창군,차량단독,전도,2,0,2,0,2,0
전북,순창군,차량단독,전복,2,0,2,0,2,0
전북,순창군,차량단독,공작물충돌,8,1,7,1,6,0
전북,순창군,차량단독,도로이탈,1,0,1,0,1,0
전북,순창군,차량단독,도로이탈,3,3,1,0,1,0
전북,순창군,차량단독,기타,7,0,7,2,3,2
전북,고창군,차대사람,횡단중,13,1,15,8,7,0
전북,고창군,차대사람,차도통행중,4,1,3,2,1,0
전북,고창군,차대사람,길가장자리구역통행중,1,0,1,0,1,0
전북,고창군,차대사람,보도통행중,1,0,1,1,0,0
전북,고창군,차대사람,기타,5,1,4,3,1,0
전북,고창군,차대차,정면충돌,5,0,14,3,11,0
전북,고창군,차대차,측면충돌,51,5,79,36,42,1
전북,고창군,차대차,후진중충돌,2,0,2,1,1,0
전북,고창군,차대차,추돌,16,6,22,4,18,0
전북,고창군,차대차,기타,19,0,39,13,26,0
전북,고창군,차량단독,전도,2,1,2,1,0,1
전북,고창군,차량단독,공작물충돌,5,3,2,0,1,1
전북,고창군,차량단독,도로이탈,1,1,0,0,0,0
전북,고창군,차량단독,도로이탈,1,0,1,0,0,1
전북,고창군,차량단독,기타,1,0,1,1,0,0
전북,부안군,차대사람,횡단중,23,3,23,7,16,0
전북,부안군,차대사람,차도통행중,3,1,3,0,3,0
전북,부안군,차대사람,길가장자리구역통행중,4,1,3,1,2,0
전북,부안군,차대사람,기타,26,1,30,10,19,1
전북,부안군,차대차,정면충돌,16,1,32,15,17,0
전북,부안군,차대차,측면충돌,113,1,220,57,163,0
전북,부안군,차대차,후진중충돌,3,0,5,1,4,0
전북,부안군,차대차,추돌,36,3,67,22,45,0
전북,부안군,차대차,기타,14,0,16,5,11,0
전북,부안군,차량단독,전도,11,0,13,5,8,0
전북,부안군,차량단독,공작물충돌,19,0,23,8,14,1
전북,부안군,차량단독,도로이탈,4,0,4,2,2,0
전북,부안군,차량단독,도로이탈,2,0,2,0,2,0
전북,부안군,차량단독,기타,7,0,8,3,4,1
전북,익산시,차대사람,횡단중,153,8,151,81,70,0
전북,익산시,차대사람,차도통행중,27,0,30,13,17,0
전북,익산시,차대사람,길가장자리구역통행중,12,1,11,4,7,0
전북,익산시,차대사람,보도통행중,8,0,8,2,5,1
전북,익산시,차대사람,기타,59,4,59,29,29,1
전북,익산시,차대차,정면충돌,29,1,50,13,37,0
전북,익산시,차대차,측면충돌,506,6,773,139,625,9
전북,익산시,차대차,후진중충돌,10,0,16,3,13,0
전북,익산시,차대차,추돌,147,1,293,40,252,1
전북,익산시,차대차,기타,72,1,117,26,90,1
전북,익산시,차량단독,전도,7,1,6,3,1,2
전북,익산시,차량단독,전복,3,1,2,0,1,1
전북,익산시,차량단독,공작물충돌,12,5,7,4,3,0
전북,익산시,차량단독,기타,4,1,4,0,4,0
전남,목포시,차대사람,횡단중,104,4,107,54,52,1
전남,목포시,차대사람,차도통행중,48,3,46,17,29,0
전남,목포시,차대사람,길가장자리구역통행중,6,0,6,1,5,0
전남,목포시,차대사람,보도통행중,4,0,4,3,1,0
전남,목포시,차대사람,기타,141,5,149,45,100,4
전남,목포시,차대차,정면충돌,14,0,18,2,15,1
전남,목포시,차대차,측면충돌,495,1,983,90,883,10
전남,목포시,차대차,후진중충돌,21,0,28,0,28,0
전남,목포시,차대차,추돌,145,0,285,21,262,2
전남,목포시,차대차,기타,446,3,756,79,670,7
전남,목포시,차량단독,전도,3,0,3,1,1,1
전남,목포시,차량단독,전복,1,0,1,0,1,0
전남,목포시,차량단독,공작물충돌,11,0,15,9,6,0
전남,목포시,차량단독,도로이탈,1,0,1,0,1,0
전남,목포시,차량단독,기타,17,1,18,4,14,0
전남,여수시,차대사람,횡단중,200,15,195,109,83,3
전남,여수시,차대사람,차도통행중,36,4,32,14,18,0
전남,여수시,차대사람,길가장자리구역통행중,34,0,36,11,22,3
전남,여수시,차대사람,보도통행중,11,1,12,5,7,0
전남,여수시,차대사람,기타,67,0,67,15,51,1
전남,여수시,차대차,정면충돌,46,1,97,27,67,3
전남,여수시,차대차,측면충돌,632,5,1008,132,859,17
전남,여수시,차대차,후진중충돌,15,0,23,0,23,0
전남,여수시,차대차,추돌,279,1,529,42,474,13
전남,여수시,차대차,기타,77,0,113,18,92,3
전남,여수시,차량단독,전도,12,0,12,5,7,0
전남,여수시,차량단독,전복,6,1,10,5,5,0
전남,여수시,차량단독,공작물충돌,27,5,38,23,15,0
전남,여수시,차량단독,도로이탈,1,0,8,5,3,0
전남,여수시,차량단독,도로이탈,2,0,3,1,2,0
전남,여수시,차량단독,기타,18,0,19,12,5,2
전남,순천시,차대사람,횡단중,89,4,89,48,40,1
전남,순천시,차대사람,차도통행중,55,1,57,22,33,2
전남,순천시,차대사람,길가장자리구역통행중,3,0,3,1,2,0
전남,순천시,차대사람,보도통행중,5,0,9,3,6,0
전남,순천시,차대사람,기타,85,5,87,41,41,5
전남,순천시,차대차,정면충돌,25,1,53,12,40,1
전남,순천시,차대차,측면충돌,595,5,1008,193,800,15
전남,순천시,차대차,후진중충돌,14,0,23,3,20,0
전남,순천시,차대차,추돌,224,5,413,47,352,14
전남,순천시,차대차,기타,175,5,249,40,201,8
전남,순천시,차량단독,전도,8,1,11,5,6,0
전남,순천시,차량단독,전복,1,0,3,2,1,0
전남,순천시,차량단독,공작물충돌,14,2,13,7,5,1
전남,순천시,차량단독,도로이탈,2,1,1,1,0,0
전남,순천시,차량단독,기타,30,2,33,18,15,0
전남,나주시,차대사람,횡단중,43,5,41,17,23,1
전남,나주시,차대사람,차도통행중,6,0,7,4,3,0
전남,나주시,차대사람,길가장자리구역통행중,5,2,4,0,3,1
전남,나주시,차대사람,보도통행중,3,0,4,0,4,0
전남,나주시,차대사람,기타,32,2,33,13,19,1
전남,나주시,차대차,정면충돌,20,1,47,13,33,1
전남,나주시,차대차,측면충돌,282,3,549,85,454,10
전남,나주시,차대차,후진중충돌,7,0,13,0,13,0
전남,나주시,차대차,추돌,100,1,234,25,198,11
전남,나주시,차대차,기타,62,1,106,21,84,1
전남,나주시,차량단독,전도,8,3,6,3,3,0
전남,나주시,차량단독,전복,1,0,1,0,1,0
전남,나주시,차량단독,공작물충돌,39,0,61,22,35,4
전남,나주시,차량단독,도로이탈,5,3,2,1,1,0
전남,나주시,차량단독,도로이탈,8,1,7,2,5,0
전남,나주시,차량단독,기타,22,1,24,11,10,3
전남,광양시,차대사람,횡단중,46,2,46,18,25,3
전남,광양시,차대사람,차도통행중,5,0,5,0,4,1
전남,광양시,차대사람,길가장자리구역통행중,1,0,1,0,1,0
전남,광양시,차대사람,보도통행중,7,0,7,4,3,0
전남,광양시,차대사람,기타,31,1,30,14,16,0
전남,광양시,차대차,정면충돌,28,1,50,13,35,2
전남,광양시,차대차,측면충돌,305,4,517,80,420,17
전남,광양시,차대차,후진중충돌,9,0,10,0,10,0
전남,광양시,차대차,추돌,94,1,181,23,152,6
전남,광양시,차대차,기타,82,0,120,18,97,5
전남,광양시,차량단독,전도,5,1,4,1,3,0
전남,광양시,차량단독,전복,2,0,4,4,0,0
전남,광양시,차량단독,공작물충돌,34,3,42,13,20,9
전남,광양시,차량단독,도로이탈,3,0,3,2,0,1
전남,광양시,차량단독,도로이탈,4,0,4,3,1,0
전남,광양시,차량단독,기타,10,2,8,4,4,0
전남,담양군,차대사람,횡단중,14,1,13,4,9,0
전남,담양군,차대사람,차도통행중,6,0,7,3,4,0
전남,담양군,차대사람,길가장자리구역통행중,2,0,2,0,2,0
전남,담양군,차대사람,보도통행중,2,0,2,0,2,0
전남,담양군,차대사람,기타,14,0,15,7,7,1
전남,담양군,차대차,정면충돌,8,3,9,6,3,0
전남,담양군,차대차,측면충돌,109,2,226,44,177,5
전남,담양군,차대차,후진중충돌,5,0,6,2,4,0
전남,담양군,차대차,추돌,52,1,117,15,102,0
전남,담양군,차대차,기타,54,3,72,24,45,3
전남,담양군,차량단독,전도,10,2,11,8,3,0
전남,담양군,차량단독,공작물충돌,20,2,31,19,11,1
전남,담양군,차량단독,기타,9,2,7,5,1,1
전남,곡성군,차대사람,횡단중,2,0,2,1,1,0
전남,곡성군,차대사람,차도통행중,2,0,2,1,1,0
전남,곡성군,차대사람,길가장자리구역통행중,2,1,1,0,1,0
전남,곡성군,차대사람,보도통행중,1,0,1,0,1,0
전남,곡성군,차대사람,기타,10,0,10,8,2,0
전남,곡성군,차대차,정면충돌,9,0,20,6,14,0
전남,곡성군,차대차,측면충돌,58,0,88,21,61,6
전남,곡성군,차대차,후진중충돌,3,0,4,0,4,0
전남,곡성군,차대차,추돌,14,0,27,9,18,0
전남,곡성군,차대차,기타,9,0,9,5,3,1
전남,곡성군,차량단독,전복,1,0,1,0,1,0
전남,곡성군,차량단독,공작물충돌,6,0,7,3,3,1
전남,곡성군,차량단독,도로이탈,1,1,0,0,0,0
전남,곡성군,차량단독,기타,4,0,4,1,2,1
전남,구례군,차대사람,횡단중,4,0,4,1,3,0
전남,구례군,차대사람,차도통행중,5,1,4,2,1,1
전남,구례군,차대사람,길가장자리구역통행중,6,0,6,2,3,1
전남,구례군,차대사람,보도통행중,1,0,1,1,0,0
전남,구례군,차대사람,기타,5,0,5,0,4,1
전남,구례군,차대차,정면충돌,10,1,14,8,5,1
전남,구례군,차대차,측면충돌,41,1,62,18,40,4
전남,구례군,차대차,후진중충돌,4,0,4,1,3,0
전남,구례군,차대차,추돌,13,1,22,1,20,1
전남,구례군,차대차,기타,13,0,21,4,16,1
전남,구례군,차량단독,전도,1,0,1,0,1,0
전남,구례군,차량단독,전복,2,2,0,0,0,0
전남,구례군,차량단독,공작물충돌,3,1,3,3,0,0
전남,구례군,차량단독,도로이탈,1,1,0,0,0,0
전남,구례군,차량단독,기타,2,1,1,1,0,0
전남,고흥군,차대사람,횡단중,12,0,13,6,6,1
전남,고흥군,차대사람,차도통행중,5,0,5,3,2,0
전남,고흥군,차대사람,길가장자리구역통행중,13,1,12,9,3,0
전남,고흥군,차대사람,보도통행중,4,0,4,3,1,0
전남,고흥군,차대사람,기타,14,0,15,10,5,0
전남,고흥군,차대차,정면충돌,17,3,30,16,13,1
전남,고흥군,차대차,측면충돌,99,1,181,55,125,1
전남,고흥군,차대차,후진중충돌,2,0,2,1,1,0
전남,고흥군,차대차,추돌,31,1,60,14,45,1
전남,고흥군,차대차,기타,33,1,51,21,29,1
전남,고흥군,차량단독,전도,11,1,11,5,6,0
전남,고흥군,차량단독,전복,2,0,2,1,1,0
전남,고흥군,차량단독,공작물충돌,18,3,21,14,6,1
전남,고흥군,차량단독,도로이탈,8,0,12,7,5,0
전남,고흥군,차량단독,도로이탈,2,0,2,2,0,0
전남,고흥군,차량단독,기타,16,3,14,7,7,0
전남,보성군,차대사람,횡단중,20,1,20,14,6,0
전남,보성군,차대사람,차도통행중,8,1,7,0,7,0
전남,보성군,차대사람,길가장자리구역통행중,6,2,4,2,2,0
전남,보성군,차대사람,보도통행중,2,0,3,1,2,0
전남,보성군,차대사람,기타,15,1,14,8,5,1
전남,보성군,차대차,정면충돌,6,0,25,14,10,1
전남,보성군,차대차,측면충돌,119,2,218,45,165,8
전남,보성군,차대차,후진중충돌,4,0,7,2,5,0
전남,보성군,차대차,추돌,31,3,57,9,47,1
전남,보성군,차대차,기타,16,1,22,10,11,1
전남,보성군,차량단독,전도,17,1,21,7,11,3
전남,보성군,차량단독,공작물충돌,15,0,18,12,5,1
전남,보성군,차량단독,도로이탈,7,0,7,2,3,2
전남,보성군,차량단독,도로이탈,3,0,3,1,2,0
전남,보성군,차량단독,기타,4,1,3,2,0,1
전남,화순군,차대사람,횡단중,19,0,20,14,4,2
전남,화순군,차대사람,차도통행중,9,1,8,3,3,2
전남,화순군,차대사람,길가장자리구역통행중,3,0,3,0,3,0
전남,화순군,차대사람,보도통행중,1,0,1,0,1,0
전남,화순군,차대사람,기타,15,2,17,8,7,2
전남,화순군,차대차,정면충돌,8,0,26,8,17,1
전남,화순군,차대차,측면충돌,142,4,284,29,225,30
전남,화순군,차대차,후진중충돌,3,0,6,0,6,0
전남,화순군,차대차,추돌,49,0,134,18,107,9
전남,화순군,차대차,기타,19,0,31,5,21,5
전남,화순군,차량단독,전도,9,1,13,6,4,3
전남,화순군,차량단독,공작물충돌,8,1,10,3,2,5
전남,화순군,차량단독,도로이탈,4,1,11,4,5,2
전남,화순군,차량단독,기타,10,1,10,5,4,1
전남,장흥군,차대사람,횡단중,6,1,6,3,3,0
전남,장흥군,차대사람,차도통행중,8,0,8,4,4,0
전남,장흥군,차대사람,길가장자리구역통행중,13,1,13,4,9,0
전남,장흥군,차대사람,보도통행중,1,0,1,1,0,0
전남,장흥군,차대사람,기타,10,1,10,6,4,0
전남,장흥군,차대차,정면충돌,14,3,34,19,15,0
전남,장흥군,차대차,측면충돌,116,2,197,40,152,5
전남,장흥군,차대차,후진중충돌,8,0,13,4,9,0
전남,장흥군,차대차,추돌,34,0,71,9,61,1
전남,장흥군,차대차,기타,7,0,7,3,4,0
전남,장흥군,차량단독,전도,11,1,11,6,5,0
전남,장흥군,차량단독,전복,3,0,3,0,2,1
전남,장흥군,차량단독,공작물충돌,24,3,29,13,15,1
전남,장흥군,차량단독,도로이탈,6,0,8,4,3,1
전남,장흥군,차량단독,도로이탈,9,1,13,4,8,1
전남,장흥군,차량단독,기타,3,0,3,1,2,0
전남,강진군,차대사람,횡단중,8,2,6,2,3,1
전남,강진군,차대사람,길가장자리구역통행중,4,2,2,1,1,0
전남,강진군,차대사람,기타,23,2,24,7,14,3
전남,강진군,차대차,정면충돌,13,4,32,14,18,0
전남,강진군,차대차,측면충돌,93,0,183,29,147,7
전남,강진군,차대차,후진중충돌,3,0,6,0,6,0
전남,강진군,차대차,추돌,49,0,128,26,96,6
전남,강진군,차대차,기타,49,0,78,16,59,3
전남,강진군,차량단독,전도,12,0,14,5,7,2
전남,강진군,차량단독,전복,1,0,1,0,1,0
전남,강진군,차량단독,공작물충돌,27,3,36,10,21,5
전남,강진군,차량단독,도로이탈,4,0,7,1,6,0
전남,강진군,차량단독,도로이탈,3,1,3,1,2,0
전남,강진군,차량단독,기타,13,0,16,5,11,0
전남,해남군,차대사람,횡단중,20,2,18,9,9,0
전남,해남군,차대사람,차도통행중,4,0,4,1,3,0
전남,해남군,차대사람,길가장자리구역통행중,3,0,3,2,1,0
전남,해남군,차대사람,기타,34,1,34,20,14,0
전남,해남군,차대차,정면충돌,17,1,29,13,16,0
전남,해남군,차대차,측면충돌,105,2,177,36,138,3
전남,해남군,차대차,후진중충돌,4,0,6,0,6,0
전남,해남군,차대차,추돌,38,0,65,8,57,0
전남,해남군,차대차,기타,86,1,148,37,109,2
전남,해남군,차량단독,전도,6,1,5,2,3,0
전남,해남군,차량단독,전복,4,0,8,6,2,0
전남,해남군,차량단독,공작물충돌,11,1,15,9,6,0
전남,해남군,차량단독,도로이탈,5,1,4,2,2,0
전남,해남군,차량단독,도로이탈,7,1,14,4,10,0
전남,해남군,차량단독,기타,22,6,22,5,15,2
전남,영암군,차대사람,횡단중,24,2,24,15,9,0
전남,영암군,차대사람,차도통행중,6,1,5,3,2,0
전남,영암군,차대사람,길가장자리구역통행중,5,0,6,2,4,0
전남,영암군,차대사람,보도통행중,3,0,3,1,2,0
전남,영암군,차대사람,기타,14,0,15,13,2,0
전남,영암군,차대차,정면충돌,18,0,39,10,29,0
전남,영암군,차대차,측면충돌,157,9,309,51,256,2
전남,영암군,차대차,후진중충돌,4,0,5,2,3,0
전남,영암군,차대차,추돌,115,2,259,24,232,3
전남,영암군,차대차,기타,77,2,133,36,96,1
전남,영암군,차량단독,전도,3,0,3,0,3,0
전남,영암군,차량단독,전복,1,0,1,1,0,0
전남,영암군,차량단독,공작물충돌,39,4,42,17,23,2
전남,영암군,차량단독,도로이탈,4,2,2,0,2,0
전남,영암군,차량단독,도로이탈,6,1,6,2,4,0
전남,영암군,차량단독,기타,12,1,11,5,5,1
전남,무안군,차대사람,횡단중,14,2,13,6,6,1
전남,무안군,차대사람,차도통행중,6,0,6,2,4,0
전남,무안군,차대사람,길가장자리구역통행중,4,0,4,1,2,1
전남,무안군,차대사람,보도통행중,1,0,1,0,1,0
전남,무안군,차대사람,기타,16,1,16,9,7,0
전남,무안군,차대차,정면충돌,25,3,40,11,28,1
전남,무안군,차대차,측면충돌,116,3,177,29,147,1
전남,무안군,차대차,후진중충돌,7,0,11,0,11,0
전남,무안군,차대차,추돌,63,0,131,15,113,3
전남,무안군,차대차,기타,62,1,82,18,64,0
전남,무안군,차량단독,전도,11,1,11,4,7,0
전남,무안군,차량단독,전복,1,1,1,1,0,0
전남,무안군,차량단독,공작물충돌,18,4,22,17,5,0
전남,무안군,차량단독,도로이탈,1,1,0,0,0,0
